Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
522,锅崽崽_JP,海外日本,female,Lv.17,169,397,1461,2019-02-23 12:47:00,2019-03-19 19:43:16,feed,从去年孕后期开始下巴这一片的痘就没停过。倒不是那种一大片一大片的红肿发炎痘痘，但就是下巴这里冒一颗，那里冒一颗。这一颗下去了，停个一两天那又冒出一颗，就一直在循环。这次回日本，家里的水乳也用完了，就直接去买了一套资生堂dprogram的黄色水乳。这牌子就是主打敏感肌的，黄色是针对​展开全文c,4342840165249049,0,0,0
523,刘二二人肉正品专柜日本韩国代购,浙江,female,Lv.34,602,234152,10552,2019-02-22 08:48:00,2019-03-19 19:43:18,feed,资生堂Dprogram这个系列只在日本发售基础水乳搭配，专门针对「油性肌起痘」、「混合性肌反复失衡」、「超干性肌发红敏感」、「老化性干燥失衡」四种常见不稳定皮肤症状，专业调理，集中改善，使皮肤恢复并保持正常稳定饱满的状态，持续水油平衡。特别推荐哦！而且价格也不贵！​,4342417748871582,0,0,0
524,我是小叶日本代购,海外日本,female,Lv.4,203,177,280,2019-02-20 13:24:00,2019-03-19 19:43:22,feed,资生堂dprogram系列买家秀2日本·东京,4341762321600097,0,0,0
525,庞老板是大胖子日代小铺,其他,female,Lv.16,216,175,1198,2019-02-20 09:36:00,2019-03-19 19:43:24,feed,上新！大萌毛推荐的敏感肌都能用的Dprogram隔离它在国内不怎么火，但是网评说他是资生堂家的沧海遗珠哈哈哈～​,4341705060865765,0,1,0
526,起航转运,no location,male,Lv.27,193,1593,2263,2019-02-20 08:26:00,2019-03-19 19:43:26,feed,#日亚海淘#ELIXIR怡丽丝尔是资生堂旗下的品牌，排位基本在dprogram之上，revital悦薇之下，主要针对25岁以上的轻熟女研发，既满足了轻熟女皮肤所需要的多种营养，价格又不算太高。这个牌子特别注重抗氧化、修复肌肤弹性，非常适合轻熟女初抗老使用。非常清爽的啫喱质地。O网页链接,4341687457216008,0,0,0
527,要健康开心呀,湖北武汉,female,Lv.30,415,219,406,2019-02-19 22:06:00,2019-03-19 19:43:28,feed,武汉感觉下了一个月的雨了自从蹊去上学我就每天闷在家了终于可以在家里跑步锻炼啦🏃‍♀️给自己也来一点小激励吧这个月也就是二月份每天坚持种树看书📖就奖励任意一件东西我的草单是：tf眼影01toofaced的蕾丝眼影盘优衣库小公主系列tshirt紧身舒服的牛仔裤水乳一套800以内吧健康水​展开全文c,4341531344840239,0,6,2
528,未来的温妍,其他,female,Lv.9,80,222,1075,2019-02-18 20:30:00,2019-03-19 19:43:31,feed,温妍的美妆专栏|day12今日分享，资生堂旗下dprogram定妆喷雾。已空瓶，我一般是带妆觉得皮肤干的时候才用，k市一年四季都·很·干·燥，白天必须补水防止过干浮粉。这个喷雾水中还带点精油成分，有效锁水，喷出来水雾很细也没有显的很油。dprogram全系都是无香料无防腐剂添加，敏感肌也能用，我还用​展开全文c,4341144849194410,0,6,3
529,日本最潮FM-Channel,海外,female,Lv.4,125,58,146,2019-02-18 08:27:00,2019-03-19 19:43:33,feed,#日本美妆##保湿喷雾#来自美容人士的推荐：资生堂的Dprogram的喷雾感觉不错，含有精华油的保湿喷雾，让皮肤有种被保护的感觉，可以缓解空调等带来的皮肤干燥，也可以帮助隔绝空气中的污染和花粉，低刺激的配方，让敏感肌也可以安心使用，感觉在春天里是十分需要的呢！2日本·东京,4340962694104104,0,0,0
530,网上小玖,北京东城区,female,Lv.9,880,211,2514,2019-02-17 23:15:00,2019-03-19 19:43:41,feed,资生堂dprogram敏感话题蓝色¥235.00日本资生堂dprogram敏感话题蓝色系列，肌肤嘭起来,4340823828993517,0,0,0
531,网上小玖,北京东城区,female,Lv.9,880,211,2514,2019-02-16 22:45:00,2019-03-19 19:43:45,feed,资生堂dprogram敏感话题蓝色¥235.00日本资生堂dprogram敏感话题蓝色系列，肌肤嘭起来,4340453891607056,0,0,0
532,大可离不开紫薯君,其他,female,Lv.43,643,1207,6480,2019-02-16 22:22:00,2019-03-19 19:43:50,feed,资生堂dprogram这个水真的好好用啊，蹭我妈的用了一下真的就擦了水一个小时过去了脸完全不干，图2是我爸妈在厨房地上晾的袜子，草莓太好吃了,4340448271157558,0,21,4
533,今天阿曼达翻白眼了吗,湖南株洲,female,Lv.45,372,1031,7979,2019-02-16 13:05:00,2019-03-19 19:43:55,feed,资生堂dprogram洗面奶，看首页年度爱用里有提到就买了，在此之前我用过百元出头最爱洁面是sofina弹力洁面乳。和sofina不同，这根dprogram是皂基加氨基酸洁面，所以洗感更干净更彻底，但不至于到搓盘子的地步。dprogram是资生堂旗下针对敏感问题皮肤的产品线，功能专一有效，成分精简，包装简洁，这​展开全文c,4340308034426626,0,2,0
534,墩布挖白菜,no location,female,Lv.48,886,560016,238570,2019-02-15 22:33:00,2019-03-19 19:44:00,feed,dprogram敏感肌系列蓝色水油平衡乳液RI清爽型100ml199O网页链接水油平衡，提亮肤色，资生堂旗下，敏感肌专属系列~L墩布挖白菜的秒拍视频,4340088483137645,0,0,23
535,我是山大jane,广东广州,female,Lv.39,1660,816,4154,2019-02-13 23:03:00,2019-03-19 19:44:03,feed,安利日本资生堂旗下的dprogram精华，这货是敏感肌专用，不同颜色对应不同肤质，黄色抗痘，这个抗痘精华维稳去红(大红肿痘痘)一级棒，非常清爽，国内没有专柜……早知道在日本药妆店多拿几支​,4339371371212363,0,5,0
536,肥鼠日本代_购,广东佛山,female,Lv.9,1044,788,2092,2019-02-13 16:22:00,2019-03-19 19:44:06,feed,资生堂dprogram,4339308259947335,0,0,0
537,卍岁娘,海外日本,female,Lv.48,1525,165280,6829,2019-02-13 16:22:00,2019-03-19 19:44:08,feed,#大萌毛化妆品#资生堂敏感肌专用品牌dprogram妆前和蜜粉，这是我的表妹推荐给我的，说实话（表妹别打我），我一开始看到这个隔离，我是嫌弃它的，图8可见，它长得很黄！！！我是偏白的皮肤，第一次看到我都快怀疑人生了……冷静了一下，我想到两点：第一，植村秀慕斯隔离有很多种颜色，黄黄的却是给​展开全文c,4339270300641251,61,236,215
538,LILI莉丽日本代购,海外日本,female,Lv.14,241,344,3439,2019-02-13 14:01:00,2019-03-19 19:44:11,feed,「dprogram」以资生堂历时40年的敏感肌研究为基石，品牌下的所有产品只添加严选的成分，实现肌肤低刺激设计。改善肌肤问题的反复发生，在安护敏感情绪和不安定肌肤的同时，养成理想美肌。「安护“敏感”，养成“美肌”——dprogram安肌心语」4种颜色对应不同肌肤问题！敏感肌肤的可以尝试~,4339234955477992,0,1,0
539,我看谁还能找到我,其他,male,Lv.9,297,73,1983,2019-02-13 01:36:00,2019-03-19 19:44:15,feed,从11月份开始吃维胺脂，吃了三个月，期间实习的时候工作日化妆，作息还算正常，烂脸总算控制住了。第二个月开始每隔几天敷芙清，药膏涂班赛、百多邦、博乐达水杨酸、维A酸乳膏。戒糖戒奶戒油腻。后续护肤一切从简，我用的是科颜氏金盏花水+资生堂dprogram黄色乳液，冬天用都还行（因为我就算在冬天也​展开全文c,4339047557801478,1,0,0
540,乾乾有只猫,辽宁沈阳,female,Lv.8,371,1379,68,2019-02-11 20:52:00,2019-03-19 19:44:18,feed,1⃣️资生堂D系列/dProgram洗面奶之前我用黛珂精致洁面乳过敏了然后就一心想找一个成分特别好无添加的洗面奶功课了特别多最后选了这一款资生堂的洁面我之前也用过几款给我的感觉就是洗完了有些紧绷对于干皮来说并不是很喜欢这款完全不会有紧绷的感觉而且清洁力特别好洗完脸一种刚做完清​展开全文c,4338613494117767,0,0,3
541,搞去念三_,江苏,female,Lv.4,18,1,7,2019-02-11 15:41:00,2019-03-19 19:45:33,feed,#空瓶记#🍊一月空瓶1.Innisfree眼唇卸2.Regenerate美白牙膏3.城野医生EGF精华4.雅漾柔肤水5.Alternabamboo护发喷雾6.资生堂d-program黄色乳液7.旁氏米粹洗面奶8.Fancl卸妆油,4338535375452973,0,0,0
542,绿野仙踪Philly,海外,female,Lv.4,5,2,13,2019-02-10 22:17:00,2019-03-19 19:45:36,feed,资生堂Dprogram：上个月用完了蓝色的水乳系列。蓝色适合混合型皮肤，用起来感觉挺好的。虽然水乳容量不一样，但是刚好一起用完。​,4338272690174790,0,1,0
543,lllaan_,其他,female,Lv.4,7,44,120,2019-02-10 20:47:00,2019-03-19 19:45:38,feed,混油皮水乳资生堂dprogram蓝色系列1号双1⃣️1⃣️买的真的无敌耐用了感觉能用到3月多(这套水乳我的确不算是大把拍的盆友但是能满意日常补给还是蛮耐用的...125ml➕100ml预计4-5m消耗完,4338249886026482,0,3,0
544,是wasabi啊_,海外,female,Lv.9,61,12,63,2019-02-09 02:38:00,2019-03-19 19:45:41,feed,美ST2019年3月号春季新品发售时间表#SUQQU2019春季新品##资生堂dprogram新唇蜜##资生堂碧丽妃新品水乳##第一三共遮瑕膏##lunasol2019情人节限定##资生堂新透白盼丽风姿新更新##咖啡豆新款润色隔离##nars新款限量红色睫毛膏#,4337613563948470,0,0,1
545,金韩彬脸上的创可贴,上海,female,Lv.4,216,60,573,2019-02-07 11:29:00,2019-03-19 19:45:43,feed,记住！脸部防晒还有第一医院二氧化钛一个喷雾一个安耐晒顶多再买个喷雾用完这堆小样去武汉早上雅漾喷e乳晚上黛珂全部用完再买资生堂dprogram咸鱼开始卖一点东西面膜啦不用的水​,4337022430250803,0,0,0
546,Echo__sssss,海外,female,Lv.9,56,39,83,2019-02-05 19:18:00,2019-03-19 19:45:45,feed,过年最心累之一过敏今天也是资生堂女孩，dprogram系列我觉得很温和，修复力很棒，敏感皮可以备一套。后悔前阵没有囤货，如今没得用。​,4336415708162797,0,0,0
547,小L专属空瓶记,其他,female,Lv.4,2,11,37,2019-02-05 12:34:00,2019-03-19 19:45:47,feed,#空瓶记##资生堂dprogram##洗面奶推荐#100多的价格，150g，算是很高性价比了。很适合敏感肌，泡沫没有很多。但是洗起来很舒服，也很耐用。十分推荐。,4336313962079320,0,0,0
548,FindJapan_Beauty,海外日本,female,Lv.14,275,60021,1702,2019-02-05 10:18:00,2019-03-19 19:45:57,feed,#FJ分享#dprogram是资生堂高端系列敏感肌专用系列这款洗面奶低刺激而且非常温和，没什么味道，不含防腐剂，酒精，矿物油，无香料，无着色，它的泡沫非常丰富洗的也非常干净（不能和那些油皮用或者去角质用的洗面奶比），洗完一点不紧绷，非常舒服！敏感肌的宝宝一定试起来！​,4336279598401417,12,35,32
549,土豆你个番西茄,北京东城区,female,Lv.18,368,299,1270,2019-02-03 20:21:00,2019-03-19 19:46:03,feed,#我在用的水之印#已投票很早都知道资生堂d了奈何国内买不到托朋友找代购在日本买对于敏感皮来说是亲妈我当然会推荐朋友买资生堂dprogram现在我妈妈用的是紫色针对老化型皮肤敏感我冬天用粉色滋润款夏天用蓝色水油平衡款家里空瓶无数瓶看官博介绍这个品牌作为中奖绝缘体的我非常想中奖看我🙏​展开全文c,4335706711483450,1,1,1
550,日本代购各类品牌护肤品,海外日本,female,Lv.22,219,15166,1177,2019-02-01 19:07:00,2019-03-19 19:46:08,feed,资生堂dprogram日本敏感肌品牌不少，但能把肌肤敏感问题研究这么透彻的，可能也只有dprogram了。这个品牌已经在日本很火了，是@COSME大赏的获奖常客，是资生堂研究敏感肌长达40年的结晶，日本很多皮肤科医生都推荐哦！,4334963191029336,0,0,0
551,日本代购各类品牌护肤品,海外日本,female,Lv.22,219,15166,1177,2019-02-01 19:05:00,2019-03-19 19:46:10,feed,资生堂dprogram图一：敏感防晒抗雾霾轻薄BB霜SPF40PA+++40ml17年上半年cosme大赏的成员和新品，增加了润色功能，修正肤色，遮住毛孔，打造日系自然妆感。图五：日用保护防晒美容液SPF40PA+++40ml不但具备金色防晒的功能，物理防晒还可以隔离污染紫外线花粉，同时具备美白稳定皮肤的功能，一​展开全文c,4334962867623132,0,0,0
552,黄鼠狼吃红薯,广东,female,Lv.13,2033,335,1881,2019-01-18 14:36:00,2019-03-19 19:46:14,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在日本店铺里看到过”这个选项。你也快来表态吧~,4334566807913770,0,0,0
553,一只奶榮,其他,female,Lv.23,2543,711,12417,2019-01-18 14:36:00,2019-03-19 19:46:18,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4334565303000269,0,0,0
554,彧哥天使,湖南常德,female,Lv.9,4662,626,25293,2019-01-18 14:36:00,2019-03-19 19:46:25,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4334564824173558,0,0,0
555,一条旺旺的小锦鲤,河南,female,Lv.15,5012,331,7397,2019-01-18 14:36:00,2019-03-19 19:46:28,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4334562412651343,0,0,0
556,喝可爱多长大的仙女猪,山西,female,Lv.9,999,296,1231,2019-01-18 14:36:00,2019-03-19 19:46:30,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4334556176382653,0,0,0
557,butty灬枫,其他,male,Lv.4,30,14,7,2019-01-18 14:36:00,2019-03-19 19:46:32,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4334553278175119,0,0,0
558,哈哈再来一杯,其他,male,Lv.9,3323,455,13406,2019-01-18 14:36:00,2019-03-19 19:46:35,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4334552866545927,0,0,0
559,QvQhhhhhhh,河南,female,Lv.26,5815,1632,8990,2019-01-18 14:36:00,2019-03-19 19:46:40,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4334541776649645,0,0,0
560,女神bu可侵犯,上海徐汇区,female,Lv.25,1613,221,3551,2019-01-18 14:36:00,2019-03-19 19:46:42,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4334535326258641,0,0,0
561,叽叽喳喳喵酱,浙江杭州,female,Lv.8,2844,1721,4665,2019-01-18 14:36:00,2019-03-19 19:47:27,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~会,4334507824004865,0,0,0
562,叽叽喳喳喵酱,浙江杭州,female,Lv.8,2844,1721,4665,2019-01-18 14:36:00,2019-03-19 19:47:31,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4334507593075658,0,0,0
563,美笑女战士,广东广州,female,Lv.32,2684,11636,6413,2019-01-18 14:36:00,2019-03-19 19:47:33,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4334477389919356,0,0,0
564,喵了个加菲,山西太原,male,Lv.35,4044,11989,12563,2019-01-18 14:36:00,2019-03-19 19:47:38,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4334451439667188,0,0,0
565,一次通过不要偷懒,其他,female,Lv.9,3559,256,5629,2019-01-18 14:36:00,2019-03-19 19:47:41,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，你也快来表态吧~,4334434398145831,0,0,0
566,pummmpk1n,其他,female,Lv.4,401,80,315,2019-01-29 23:53:00,2019-03-19 19:47:45,feed,资生堂dprogram洗面奶空管两个了！泡泡超多超绵密，几乎没有味道，使用感和freeplus洗面奶有点像，不过比他更好用！！洗的很干净很温和，似乎出油也能少一点，我每天只有晚上用洗面奶，200多块一管能用半年，性价比还挺高的接档的是香奈儿美白洗面奶，希望好用！！！,4333948156255204,0,0,0
567,小留鸭,江苏,female,Lv.36,888,352,2917,2019-01-18 14:36:00,2019-03-19 19:47:47,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4333921523146093,0,0,0
568,我爱的小太阳王源,河北石家庄,female,Lv.38,1293,379,49777,2019-01-18 14:36:00,2019-03-19 19:47:50,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4333868636720672,0,0,0
569,苗苗苗苗苗儿呀,其他,female,Lv.4,65,24,171,2019-01-29 12:34:00,2019-03-19 19:47:53,feed,空瓶。资生堂dprogram敏感话题水乳#蓝色清爽型。资生堂旗下专门针对敏感肌的护肤品牌，蓝色是适合混合性肌肤的，的确对敏感肌很友好。没啥味道，化妆水就是水一样的质地，上脸没什么存在感，但有一定的保湿力。乳液也很水润，冬天叠加个保湿精华就行。很温和，有一种润物细无声的感觉？总之敏感肌​展开全文c,4333777100320902,0,0,0
570,L做個貓一樣的女人,香港,female,Lv.14,2247,769,2718,2019-01-18 14:36:00,2019-03-19 19:47:56,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4333587396199565,0,0,0
571,猪突猛進大姐大,广东,female,Lv.9,333,230,3558,2019-01-18 14:36:00,2019-03-19 19:47:59,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在日本店铺里看到过”这个选项。你也快来表态吧~,4333008993092061,0,0,0
572,登登噔凳,其他,female,Lv.9,507,411,5342,2019-01-18 14:36:00,2019-03-19 19:48:10,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在日本店铺里看到过”这个选项。你也快来表态吧~,4332998373988307,0,0,0
573,于小小小菲1224,黑龙江,female,Lv.36,436,1346,257,2019-01-26 22:30:00,2019-03-19 19:48:14,feed,#宝宝的少女心#资生堂dprogram是真的超适合我这种敏感红血丝肌肤啊！敏感肌强推啊！保湿力度杠杠滴啊这是我唯一套水乳用完立马回购的了​,4332840085256796,0,4,1
574,芽绿酱,福建厦门,female,Lv.45,179,4181,3599,2019-01-26 14:34:00,2019-03-19 19:48:19,feed,资生堂dprogram的紫色水乳滋润水23ml，乳液11ml（紫色乳液不分清爽和滋润）一组💵66。,4332720240719506,0,0,0
575,喜欢是淡淡的爱333,辽宁,female,Lv.44,1046,4611,19242,2019-01-18 14:36:00,2019-03-19 19:48:22,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“在看到上次的推文之前就有朋友介绍过”这个选项。你也快来表态吧~,4332377620242037,0,0,0
576,妮娜喜欢宝宝呀,重庆,female,Lv.4,25,11,105,2019-01-18 14:36:00,2019-03-19 19:48:29,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“在看到上次的推文之前就有朋友介绍过”这个选项。你也快来表态吧~,4332353255795270,0,0,0
577,丁丁丁丁丁丁丁丁叮,广东广州,female,Lv.25,628,716,17774,2019-01-18 14:36:00,2019-03-19 19:48:34,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在日本店铺里看到过”这个选项。你也快来表态吧~,4332324033941506,0,0,0
578,kawa姨,广东广州,female,Lv.46,456,1225,20099,2019-01-18 14:36:00,2019-03-19 19:48:37,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4332102235274161,0,0,0
579,LOL搞笑联盟集,北京,female,Lv.8,66,1096,45,2019-01-18 14:36:00,2019-03-19 19:48:41,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4332057360594746,0,0,0
580,莫念君呀,山东青岛,female,Lv.14,255,2790,278,2019-01-18 14:36:00,2019-03-19 19:48:45,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4332041136695726,0,0,0
581,叶小乔妹妹,广东广州,female,Lv.43,5419,1598,60926,2019-01-18 14:36:00,2019-03-19 19:49:39,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4332031448102482,0,0,0
582,日淘小丸子,海外日本,female,Lv.9,60,548813,16611,2019-01-23 10:36:00,2019-03-19 19:49:42,feed,【AmazonJapan】新品资生堂dprogram唇部美容液光泽唇彩，$14.7/RMB100.5O网页链接在干燥的冬季，针对易敏感、受伤害的嘴唇的药用唇部护理美容液，保持唇部光泽和色彩，严选成分的低刺激配方，即使敏感的唇部也能使用的唇彩。,4331573232683133,2,0,1
583,MIDORInnnn東京,海外日本,female,Lv.9,1280,157,445,2019-01-18 14:36:00,2019-03-19 19:49:44,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4331558234609134,0,0,0
584,葵酱爱芥末,浙江宁波,female,Lv.48,85,954,16541,2019-01-18 14:36:00,2019-03-19 19:49:47,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4331335009520606,0,0,0
585,Lerain_ly,海外,female,Lv.40,3884,1109,11803,2019-01-18 14:36:00,2019-03-19 19:49:51,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4331333712810445,0,0,0
586,Nibaya彤,重庆,female,Lv.9,266,604,251,2019-01-18 14:36:00,2019-03-19 19:49:54,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“在看到上次的推文之前就有朋友介绍过”这个选项。你也快来表态吧~,4331326792127627,0,0,0
587,躲進夢裡,江西,female,Lv.9,99,28,184,2019-01-22 16:36:00,2019-03-19 19:49:58,feed,露得清A醇+olay小白瓶noreva舒敏精华+优色林抗红面霜cosmedixaffirm抗炎精华+ceravepm乳资生堂dprogram黄色水乳​,4331301312498502,0,2,0
588,是蛋挞君的日代小铺阿,江苏南京,female,Lv.36,413,518,907,2019-01-22 15:23:00,2019-03-19 19:50:14,feed,资生堂Dprogram系列水乳国内没有卖哦只在日本有我自己用了好几套的水乳适合问题肌肤#靠谱日代##日本代购#​,4331282953414385,0,3,0
589,Leighfat,其他,male,Lv.34,491,1422,5032,2019-01-18 14:36:00,2019-03-19 19:50:17,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4331275529558399,0,0,0
590,没哈你瞅啥,福建漳州,female,Lv.9,778,244,1465,2019-01-18 14:36:00,2019-03-19 19:50:21,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4331197041542569,0,0,0
591,宋小乔妹妹,广东广州,female,Lv.44,8212,1080,65255,2019-01-18 14:36:00,2019-03-19 19:50:25,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“在看到上次的推文之前就有朋友介绍过”这个选项。你也快来表态吧~,4331074521673354,0,0,0
592,小猫咪呀小猫咪你真可爱呀,海外日本,female,Lv.21,551,103,12718,2019-01-18 14:36:00,2019-03-19 19:50:28,feed,会！理由是一直有用资生堂dprogram系列呀！一年四季都会备着！最开始用蓝色款，后来一直买紫色，水我用浓厚款的～保湿增加肌肤弹性抗老化～为敏感肌设计～一到换季肌肤就容易敏感，特别秋冬换季时用dprogram准没错！之前还介绍给敏感肌的妹妹用，她用粉色款还有同系列还有一款白色的洗面奶也好用～,4331045018770025,0,0,0
593,小猫咪呀小猫咪你真可爱呀,海外日本,female,Lv.21,551,103,12718,2019-01-18 14:36:00,2019-03-19 19:50:31,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在日本店铺里看到过”这个选项。你也快来表态吧~,4331042725129192,0,0,0
594,tan90小姐姐,黑龙江大庆,female,Lv.9,174,69,3957,2019-01-18 14:36:00,2019-03-19 19:50:33,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4331008390711665,0,0,0
595,钟公子钟,广西桂林,female,Lv.16,400,125,824,2019-01-18 14:36:00,2019-03-19 19:50:36,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4330990728050897,0,0,0
596,Sissi天天快乐,江苏南京,female,Lv.47,1413,1138,92291,2019-01-18 14:36:00,2019-03-19 19:50:39,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4330973921705156,0,0,0
597,kiyo眼,四川成都,female,Lv.37,701,446,5334,2019-01-18 14:36:00,2019-03-19 19:50:42,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在日本店铺里看到过”这个选项。你也快来表态吧~,4330964068498193,0,0,0
598,兜兜有糖Candy_,广东江门,female,Lv.39,4870,1398,16864,2019-01-18 14:36:00,2019-03-19 19:50:44,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4330963633212250,0,0,0
599,你的小可爱LL,江苏南通,female,Lv.44,459,568,6126,2019-01-18 14:36:00,2019-03-19 19:50:53,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4330962064562107,0,0,0
600,LINSHANSHAN_,福建福州,female,Lv.37,515,12030,413,2019-01-18 14:36:00,2019-03-19 19:50:57,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，你也快来表态吧~,4330935912741457,0,0,0
601,ABCDE该选哪个,江苏南京,female,Lv.9,285,110,4539,2019-01-18 14:36:00,2019-03-19 19:51:31,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4330884662353840,0,0,0
602,W--joyful,北京海淀区,female,Lv.14,182,229,2067,2019-01-18 14:36:00,2019-03-19 19:51:35,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“完全不知道”这个选项。你也快来表态吧~,4330867268994571,0,0,0
603,哥廷根joy,浙江杭州,female,Lv.9,227,58,885,2019-01-18 14:36:00,2019-03-19 19:51:40,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“从之前那篇推文里知道的”这个选项。你也快来表态吧~,4330861304243886,0,0,0
604,jing_籽zi,上海闵行区,female,Lv.9,413,61,80,2019-01-18 14:36:00,2019-03-19 19:51:44,feed,我参与了@资生堂日本watashiplus发起的投票【你知道dprogram吗？】，我投给了“以前就在社交网络和杂志之类的地方看到过”这个选项。你也快来表态吧~,4330856619549266,0,0,0
