Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
1107,国民偶像梁家辉的精彩,广东,male,Lv.14,3335,323,10421,2019-01-18 19:22:00,2019-03-20 17:19:36,feed,转发微博,4343165957420588,0,0,0
1108,素素饭,北京西城区,female,Lv.34,432,746,1200,2019-02-24 10:09:00,2019-03-20 17:19:38,feed,#孕期护肤品安利#1.洗面奶：欧缇丽摩丝泡沫（睿睿酱推荐用的，超级好用，孕前孕后都用它）2.水乳：mamakids和freeplus都很润，适合我干皮3.妊娠乳：并没有跟风买娇韵诗，还是买的mamakids，还是很滋润的，从两个多月开始涂的，目前还没长纹，不过我是巨肚不知道能不能遏制住妊娠纹4.妊娠​展开全文c,4343162933473308,0,8,0
1109,一抹琵琶半遮掩,其他,female,Lv.7,124,33,80,2019-02-24 09:39:00,2019-03-20 17:19:41,feed,#双11不差钱#，我在闲鱼发布了【freeplus正品】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4343155355222807,0,0,0
1110,Nora0618,其他,female,Lv.9,374,67,89,2019-02-24 09:39:00,2019-03-20 17:19:44,feed,freeplus芙丽芳丝保湿修护清爽化妆水130ml爽肤水补水深水1号freeplus芙丽芳丝保湿修护清爽化妆水130ml爽肤水补水深水1号,4343155320571552,0,0,0
1111,啊啵吃嘚_,其他,female,Lv.9,231,157,217,2019-02-24 08:44:00,2019-03-20 17:19:46,feed,混干皮敏感肌想买洗面奶入手芙丽芳丝freeplus还是elta呢#洗面奶##氨基酸洁面乳##田馥甄代言芙丽芳丝freeplus##EltaMD肌肤科学#​,4343141530248508,0,0,0
1112,TO-BE-OK,海外其他,female,Lv.4,248,93,440,2019-02-24 00:59:00,2019-03-20 17:19:49,feed,freeplus＋豆乳＋芦荟胶我的绝配「夏季＋城野医生」​,4343024282460745,0,0,0
1113,一个越来越可爱的驴儿,河南郑州,female,Lv.38,580,1096,5031,2019-02-24 00:10:00,2019-03-20 17:19:53,feed,珂润洗面奶很长时间之前就空瓶了是我用的第一支泡沫洁面泡沫很舒服洗完脸也不会有紧绷的感觉一瓶大概能用三四个月吧唯一缺点是清洁力有点差应该也不会在回购了freeplus洗面奶📦在路上准备开始试用下一步准备入手rafra洁面慕斯​,4343011967876788,0,3,1
1114,举杯可乐,安徽黄山,female,Lv.9,236,172,464,2019-02-24 00:00:00,2019-03-20 17:20:00,feed,【🈳️】freeplus清爽型水乳，在贫民窟女孩穷的时候购入的，看中清爽与无添加乱入的，没想到真滴杠杠的好用！已经回购啦～对油皮来说真的又保湿又不油腻，我觉得春夏秋冬都可以用，不过秋冬备一罐面霜就好啦没有特殊味道很喜欢，不过瓶子是塑料的，我不在意这个所以感觉还好，玻璃的我还怕砸​展开全文c,4343009502257067,0,0,2
1115,twiiG,其他,female,Lv.35,65,116,690,2019-02-23 23:58:00,2019-03-20 17:20:07,feed,我一直迷惑的单品zelens粉底液sofina隔离安热沙防晒freeplus洗面奶ysl唇釉​,4343009069657031,0,1,1
1116,nida变美日记,海外,female,Lv.9,8,3061,65,2019-02-23 23:35:00,2019-03-20 17:20:10,feed,🍃每日美妆freeplus芙丽芳丝净润洗面霜1⃣首先介绍一下我的肤质:春秋混干，夏天混油，冬天爆皮耐受肌，爱长痘。坐标:大东北2⃣价格:150rmb/150g颜色:白色膏体(有颗粒状)气味:挤出来没啥味，洗的时候有股奶的味道成分:这款洗面奶大家都说是氨基酸的，但是不难看出是氨基酸没错，但是成分表里​展开全文c,4343003215263262,0,1,1
1117,愿星星落在您的胸口,海外澳大利亚,female,Lv.31,287,19069,1150,2019-02-23 22:20:00,2019-03-20 17:20:25,feed,💥freeplus芙丽芳丝的洗面奶，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用❤️​,4342984331852710,0,0,0
1118,颜如玉胶原蛋白小铃_香港代购,广东深圳,female,Lv.33,3347,108059,11707,2019-02-23 22:07:00,2019-03-20 17:20:28,feed,日版freeplus芙丽芳丝洗面奶网红雪梨推荐，又被称为小CPB，荣誉好高的洗面奶，不输一线大牌的洗面奶，万年回购。氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用！​,4342981014346206,0,0,0
1119,香港代购铃子,香港,female,Lv.9,1426,1308,11630,2019-02-23 22:07:00,2019-03-20 17:20:30,feed,日版freeplus芙丽芳丝洗面奶网红雪梨推荐，又被称为小CPB，荣誉好高的洗面奶，不输一线大牌的洗面奶，万年回购。氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用！​,4342981014205412,0,0,0
1120,小牛呀Buyer,其他,female,Lv.4,87,19,96,2019-02-23 19:52:00,2019-03-20 17:20:33,feed,芙丽芳丝洗面奶，网红雪梨推荐，荣誉好高的洗面奶，不输一线大牌的洗面奶，万年回购。日本freeplus芙丽芳丝的洗面奶，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料敏感肌肤，孕妇可用！​,4342947187222619,0,0,0
1121,美杜莎哦,山东东营,female,Lv.32,253,169,1848,2019-02-23 19:14:00,2019-03-20 17:20:36,feed,freeplus太臭了……我要崩溃了​,4342937607479799,0,0,0
1122,日本代购阿玛尼TF纪梵希口红唇釉,海外法国,female,Lv.29,81,40141,2925,2019-02-23 19:14:00,2019-03-20 17:20:39,feed,freeplus芙丽芳丝氨基酸洗面奶100g，网红雪莉同款，又被称为小CPB，荣誉好高的洗面奶！这个最近断货有点厉害🇯🇵freeplus芙丽芳丝的洗面奶，美丽俏佳人里面也推荐过。氨基酸配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给...,4342937514939681,0,0,0
1123,日本代购mac阿玛尼TF口红ysl唇釉,广东深圳,female,Lv.33,234,349864,5609,2019-02-23 19:14:00,2019-03-20 17:20:42,feed,freeplus芙丽芳丝氨基酸洗面奶100g，网红雪莉同款，又被称为小CPB，荣誉好高的洗面奶！这个最近断货有点厉害🇯🇵freeplus芙丽芳丝的洗面奶，美丽俏佳人里面也推荐过。氨基酸配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给...,4342937515632364,0,0,0
1124,代购ysl小金条21号圆管80口红416,澳门其他,female,Lv.9,148,10437,73,2019-02-23 19:14:00,2019-03-20 17:21:53,feed,freeplus芙丽芳丝氨基酸洗面奶100g，网红雪莉同款，又被称为小CPB，荣誉好高的洗面奶！这个最近断货有点厉害🇯🇵freeplus芙丽芳丝的洗面奶，美丽俏佳人里面也推荐过。氨基酸配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给...,4342937515633233,0,0,0
1125,秋一葵,广东,female,Lv.4,64,27,31,2019-02-23 18:23:00,2019-03-20 17:22:05,feed,100个空瓶挑战#空瓶才有说服力#2/100芙丽芳丝freeplus的滋润化妆水，朋友日本代购，会比国内便宜一点，我的冬日水的步骤基本靠它，因为够润，一直回购。,4342924692928904,0,0,1
1126,小姐姐-199811,北京,female,Lv.4,20,12,1937,2019-02-23 18:01:00,2019-03-20 17:34:13,feed,#双11不差钱#，我在闲鱼发布了【正品40包邮日本freeplus芙丽芳丝氨基酸洗面奶洁面】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4342919307847526,0,0,0
1127,是木木木木_木子啊,上海静安区,female,Lv.28,2,70783,165,2019-02-23 17:51:00,2019-03-20 17:34:24,feed,#美妆V赏#日本🇯🇵本土芙丽芳丝洗面奶。孕妇及敏感肌肤可用，freeplus产品功效：质地轻盈，触感水润，柔滑融入肌肤角质层，在角质层紧紧锁住水份，令每一寸肌理都水润饱满，塑造娇嫩水润的健康肌肤。让干燥、容易粗糙的肌肤成为细腻、润泽、柔滑、触感良好的健康肌肤。【适合肤质】：任何肤质​展开全文c,4342916782494930,0,0,0
1128,清清子渊心,广东深圳,female,Lv.29,89,1138,2188,2018-10-15 10:00:00,2019-03-20 17:34:27,feed,,4342904674272356,0,0,2
1129,俺死宅,山东济宁,female,Lv.14,676,93,265,2019-02-23 15:10:00,2019-03-20 17:34:29,feed,freeplus洗面奶我用长闭口真的气而且他家的水乳水还可以乳真的油的不行咋按摩都是油腻腻的感觉像一层假皮难受的一批闲置了拔草的干干净净....​,4342876119051378,0,0,0
1130,毛毛北海道日本代购,海外日本,female,Lv.48,1341,224312,104598,2019-02-23 14:46:00,2019-03-20 17:34:32,feed,freeplus芙丽芳丝保湿修护柔润乳液。保湿乳液有着如薄纱般轻盈的使用感，肌肤爽润不粘腻。在角质层紧紧锁住水分，令每一寸肌理都水润饱满。调养肌肤至安定平衡的健康状态。严格选取不给肌肤添加负担的优质而低刺激的原料。含国际合149元，【清爽现货唯一】要的亲亲拍哦~,4342870188637639,0,1,0
1131,没蛋野藤君,其他,female,Lv.39,214,66,2785,2019-02-12 23:05:00,2019-03-20 17:34:34,feed,//@功课菌:可丽金胶原蛋白喷雾，SKII神仙水，资生堂红妍精华，SKII灯泡美白精华，LAMER浓缩精华，珂润面霜，IPSA自律循环乳，资生堂悦薇眼霜，凡士林润唇膏，Freeplus洁面，瑰柏翠护手霜，Sesderma美白身体乳，标婷维生素E乳，克林霉素凝胶，飞利浦钻石电动牙刷,4342861119769775,0,0,0
1132,BigJIJI_别再熬夜了,海外其他,female,Lv.42,168,750,3697,2019-02-12 23:05:00,2019-03-20 17:34:39,feed,//@功课菌:可丽金胶原蛋白喷雾，SKII神仙水，资生堂红妍精华，SKII灯泡美白精华，LAMER浓缩精华，珂润面霜，IPSA自律循环乳，资生堂悦薇眼霜，凡士林润唇膏，Freeplus洁面，瑰柏翠护手霜，Sesderma美白身体乳，标婷维生素E乳，克林霉素凝胶，飞利浦钻石电动牙刷,4342854471894076,0,0,0
1133,鲸楠君,天津,female,Lv.48,264,6957,740,2019-02-12 23:05:00,2019-03-20 17:34:42,feed,//@功课菌:可丽金胶原蛋白喷雾，SKII神仙水，资生堂红妍精华，SKII灯泡美白精华，LAMER浓缩精华，珂润面霜，IPSA自律循环乳，资生堂悦薇眼霜，凡士林润唇膏，Freeplus洁面，瑰柏翠护手霜，Sesderma美白身体乳，标婷维生素E乳，克林霉素凝胶，飞利浦钻石电动牙刷,4342850973740855,0,0,0
1134,大静子_杂货铺,上海,female,Lv.4,119,120,4872,2019-02-23 12:26:00,2019-03-20 17:34:45,feed,日本本土版freeplus芙丽芳丝氨基酸洗面奶100g，网红雪莉同款，又被称为小CPB，荣誉好高的洗面奶！这个最近断货有点厉害，freeplus芙丽芳丝的洗面奶，美丽俏佳人里面也推荐过。氨基酸配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不...O网页链接,4342834960184521,0,0,0
1135,CC小店主,其他,female,Lv.36,580,2646,235,2019-02-23 12:19:00,2019-03-20 17:35:57,feed,freeplus芙丽芳丝氨基酸洗面奶100g💰135不含皂基，温和无刺激，泡沫细腻，易冲洗，敏感肌，孕妇可用,4342833202536288,0,0,0
1136,闹闹是柿柿,海外其他,female,Lv.9,827,686,1043,2019-02-12 23:05:00,2019-03-20 17:35:59,feed,//@功课菌:可丽金胶原蛋白喷雾，SKII神仙水，资生堂红妍精华，SKII灯泡美白精华，LAMER浓缩精华，珂润面霜，IPSA自律循环乳，资生堂悦薇眼霜，凡士林润唇膏，Freeplus洁面，瑰柏翠护手霜，Sesderma美白身体乳，标婷维生素E乳，克林霉素凝胶，飞利浦钻石电动牙刷,4342830568986554,0,0,0
1137,功课菌,其他,female,Lv.46,570,570359,11915,2019-02-12 23:05:00,2019-03-20 17:36:02,feed,可丽金胶原蛋白喷雾，SKII神仙水，资生堂红妍精华，SKII灯泡美白精华，LAMER浓缩精华，珂润面霜，IPSA自律循环乳，资生堂悦薇眼霜，凡士林润唇膏，Freeplus洁面，瑰柏翠护手霜，Sesderma美白身体乳，标婷维生素E乳，克林霉素凝胶，飞利浦钻石电动牙刷,4342828245053035,8,0,27
1138,用户6232363881,其他,female,Lv.4,163,5,8,2019-02-23 10:12:00,2019-03-20 17:36:08,feed,芭兰妮和Freeplus又用完啦2丽水·鹤城镇,4342801195469970,0,0,0
1139,范喜元6-13476222119,其他,male,Lv.4,107,30,1932,2019-02-23 09:48:00,2019-03-20 17:36:10,feed,#双11不差钱#，我在闲鱼发布了【正品40包邮日本freeplus芙丽芳丝氨基酸洗面奶洁面】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4342795097398259,0,0,0
1140,Lookfantastic中文官微,no location,female,Lv.9,224,58631,10068,2018-11-08 19:58:00,2019-03-20 17:36:13,feed,FirstAidBeauty氨基酸洁面，【7折】折扣码：LFMYSTERY30，O网页链接作为一款无皂基的洁面，FAB的这支洗面奶非常温和，清洁力佳，洗完脸不紧绷。当中的氨基酸成分不会对肌肤的PH值造成影响，亲肤性特别好，和Freeplus比起来更加温和哟~干皮、痘皮、敏感肌的妹子可以入起来！,4342787731973266,0,0,1
1141,大丽fa打你呀,海外其他,female,Lv.9,98,145,922,2019-02-23 09:11:00,2019-03-20 17:36:17,feed,狗剩觉得elta比freeplus好用暧​,4342785744777822,0,0,0
1142,绾绾的小店,河南郑州,female,Lv.14,171,1152,960,2019-02-23 08:27:00,2019-03-20 17:36:19,feed,♡芙丽芳丝水乳所有肌肤适用（特别是敏感肌肤）孕妇也可用。🍥适用对象：适合于需要补水等人群使用！Freeplus（芙丽芳丝），free意思是没有，plus是添加，freeplus意指“无添加”，没有添加化学成分防腐剂还有香精色素，用来表示产品对肌肤安全，无负担，估计名字可以如此大方地标示意义，产品质​展开全文c,4342774754446734,0,0,0
1143,日本海淘帮,北京东城区,female,Lv.48,239,189885,88056,2019-02-23 06:05:00,2019-03-20 17:36:22,feed,#日淘#日亚【Freeplus芙丽芳丝补水保湿面霜55g+5g】4104日元（约251.9元，不含运费）O网页链接一用就惊喜！超级水润！不油腻！很轻薄！干皮、混油皮超推荐。O2018年最新日本亚马逊海淘攻略:amazon.co.jp最详细的下单流程（window电脑可用baidu浏览器PC版打开日亚）,4342739090905842,0,0,0
1144,GoCashBack北美返利,no location,female,Lv.39,130,14475,8198,2019-02-23 04:37:00,2019-03-20 17:36:26,feed,#返利姐测评#【SkinCareRX】买什么？先说一下折扣详情：现在精选热门商品75折热卖，购物满$150还送5件美容礼包，须折扣码：RX25，下单还有最高6.5%返利，直通车：O网页链接推荐几个返利姐任务非常好用，值得入手，skincarerx有卖的商品1.ELTAMD洁面直通车：O网页链接氨​展开全文c,4342716882606251,2,6,3
1145,Vitadalan,其他,female,Lv.14,156,1152,82,2019-02-23 02:01:00,2019-03-20 17:36:29,feed,敏感肌这几个牌子敏感肌超级好用！亲身体验过！@Curel珂润@freeplus芙丽芳丝@理肤泉larocheposay，至于雅漾有的人用完烂脸，没敢试过强推理肤泉​,4342677518092407,0,7,3
1146,范小丢222,其他,female,Lv.32,189,137,471,2019-01-31 20:09:00,2019-03-20 17:37:33,feed,//@猫妮卡琪琪:恭喜@唐棠好好爱自己1名用户获得【freeplus洗面奶】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：O微博抽奖平台,4342660234403367,0,0,1
1147,草莓一筐猪,其他,female,Lv.9,38,1,652,2019-02-22 22:26:00,2019-03-20 17:37:36,feed,脸颊两侧对称长痘：耳垂脸颊附近下巴边缘附近脖子颈纹偏上处似乎有炎症：左耳耳垂上长了个发炎的痘额头边缘＋嘴唇以下＋右脸颊偏下处长了非凸起有轻微白色冒头的点右脸颊偏下处长白点的地方是之前以为只有痘印涂了vc湿粉的部位但是vc湿粉大面积涂抹的左脸没有出现白点应该不太可能是vc湿粉​展开全文c,4342623449754033,0,0,0
1148,省钱的小兔,四川,female,Lv.33,951,215010,124279,2019-02-22 22:16:00,2019-03-20 17:37:39,feed,freeplus芙丽芳丝氨基酸洗面奶净润洗面霜泡沫洁面乳女男正品日本【包邮】【在售价】150.00元【券后价】120.0-----------------复制这条信息，￥oKvkbuno8jm￥，打开【手机淘宝】即可下单@独立自主的晓辰崔2宿州·光彩城,4342620932569320,0,0,0
1149,三杯两盏肉酒,湖南长沙,male,Lv.9,160,71,194,2019-02-14 19:19:00,2019-03-20 17:37:42,feed,前几款都不错但是舍不得买，买了感觉总会浪费freeplus喜欢，但是忘在家里了,4342620488705662,0,0,0
1150,阿荇_,浙江杭州,female,Lv.34,396,370,8438,2018-11-08 19:58:00,2019-03-20 17:37:45,feed,//@Lookfantastic中文官微:FirstAidBeauty氨基酸洁面，【7折】折扣码：LFMYSTERY30，O网页链接作为一款无皂基的洁面，FAB的这支洗面奶非常温和，清洁力佳，洗完脸不紧绷。当中的氨基酸成分不会对肌肤的PH值造成影响，亲肤性特别好，和Freeplus比起来更加温和哟~干皮、痘皮、敏感肌的妹子可,4342596270456202,0,0,0
1151,赵依琳阿,河北保定,female,Lv.9,68,51,10,2019-02-22 19:54:00,2019-03-20 17:37:47,feed,日本Freeplus芙丽芳丝洗面奶#好物分享#​,4342585269012166,0,1,2
1152,布衣草舍品质生活馆,浙江杭州,female,Lv.14,208,1830,3266,2019-02-22 19:51:00,2019-03-20 17:37:52,feed,猪年吉祥超赞日本进口芙丽芳丝洗面奶Freeplus100g氨基酸泡沫型店铺网址O网页链接,4342584501762151,0,0,0
1153,霓虹团Neon,海外,female,Lv.43,560,198193,19992,2016-01-29 22:21:00,2019-03-20 17:37:55,feed,freeplus氨基酸洁面～团贴👉O网页链接,4342576939083827,0,1,0
1154,再学物理,北京海淀区,female,Lv.22,389,225,1000,2019-02-22 18:32:00,2019-03-20 17:37:58,feed,已经有两个妹子说freeplus的洁面特别好了。竟然还很贵……私心想，呵呵再好还能有muji好吗？​,4342564519481858,0,1,0
1155,霓虹团Neon,海外,female,Lv.43,560,198193,19992,2018-12-20 20:10:00,2019-03-20 17:38:10,feed,freeplus芙丽芳丝氨基酸洁面网红洁面～直接可以拍团贴👉O网页链接,4342564179606704,1,0,1
1156,懿懿日韩直播代购,上海闵行区,female,Lv.33,417,57108,4947,2019-02-22 17:50:00,2019-03-20 17:38:15,feed,日本🇯🇵采购芙丽芳丝本土版170芙丽芳丝洗面奶100g网红雪梨推荐，又被称为小CPB，荣誉好高的洗面奶，不输一线大牌的洗面奶，日本freeplus芙丽芳丝的洗面奶，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤​展开全文c,4342554097381790,0,0,0
1157,honey_a_girl,黑龙江,female,Lv.9,266,185,805,2019-02-22 17:18:00,2019-03-20 17:38:21,feed,日本freeplus芙丽芳丝氨基酸洗面奶，一百多块的价格非常值得了，简单评价就四个字，干净不干。值得拥有。​,4342546106650882,0,0,0
1158,小姐姐-199811,北京,female,Lv.4,20,12,1937,2019-02-22 15:19:00,2019-03-20 17:38:24,feed,#双11不差钱#，我在闲鱼发布了【正品40包邮日本freeplus芙丽芳丝氨基酸洗面奶洁面】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4342515962058768,0,0,0
1159,小姐姐-199811,北京,female,Lv.4,20,12,1937,2019-02-22 15:12:00,2019-03-20 17:38:27,feed,#双11不差钱#，我在闲鱼发布了【正品40包邮日本freeplus芙丽芳丝氨基酸洗面奶洁面正】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4342514406570323,0,0,0
1160,这是优势13921314126,其他,male,Lv.4,5,103,380,2019-02-22 14:41:00,2019-03-20 17:38:33,feed,日本芙丽芳丝水乳所有肌肤适用（特别是敏感肌肤）孕妇也可用。适用对象：适合于需要补水等人群使用！Freeplus（芙丽芳丝），free意思是没有，plus是添加，freeplus意指“无添加”，没有添加化学成分防腐剂还有香精色素，用来表示产品对肌肤安全，无负担，估计名字可以如此大方地标示意义，产品质量安​展开全文c,4342506608503508,0,0,0
1161,美美全球购m,其他,female,Lv.9,282,10665,9884,2019-02-22 13:36:00,2019-03-20 17:38:44,feed,1号✈️日本💵150。💞孕妇可用。不含皂基，温和、洗的干净，特别好用‼️Freeplus芙丽芳丝净润氨基酸洗面奶100g，💎主要成分是氨基酸类活性剂，ph值在5.5-6.5之间，呈弱酸性，接近肌肤ph值，温和低刺激配方，泡沫细腻，易冲洗，洗后完全无紧绷感，...,4342490028758362,0,0,0
1162,美美全球购m,其他,female,Lv.9,282,10665,9884,2019-02-22 13:33:00,2019-03-20 17:38:46,feed,1号✈️日本🇯🇵本土版245💵Freeplus芙丽芳丝保湿修护面霜40g💧💧保湿滋润膜，长时间锁住保湿成分至翌日清晨，令肌肤饱满润泽。💐在角质层紧紧锁住水分，打造每一寸肌理都水润饱满的健康肌肤。配合新6种和汉植物萃取精华及烟酸B，调养肌...,4342489353312807,0,0,0
1163,或天烬处,湖南长沙,female,Lv.9,246,52,695,2019-02-22 13:19:00,2019-03-20 17:38:52,feed,在寒假结束前用完了今年份的冬季护肤#雪肌精##freeplus##雪花秀#​,4342485847153088,0,0,0
1164,宝贝1要靠谱,湖北咸宁,female,Lv.9,104,105,853,2019-02-22 13:05:00,2019-03-20 17:38:55,feed,🇰🇷芙丽芳丝洗面奶，又被称为小CPB，荣誉好高的洗面奶，不输一线大牌的洗面奶，万年回购。freeplus芙丽芳丝的洗面奶，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用～2东莞·厚街镇,4342482416869957,0,0,0
1165,漫漫香港代购小铺,香港油尖旺区,female,Lv.48,441,14632,28023,2019-02-22 12:16:00,2019-03-20 17:39:00,feed,💰158网红雪梨推荐，又被称为小CPB，荣誉好高的洗面奶，不输一线大牌的洗面奶，万年回购。日本freeplus芙丽芳丝的洗面奶，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用！2香港特别行政区·尖沙咀,4342469900330966,0,0,0
1166,freeplus芙丽芳丝,no location,female,Lv.42,66,238870,207,2019-02-14 18:00:00,2019-03-20 17:40:20,feed,恭喜@云挽1978等3名用户获得【freeplus芙丽芳丝产品中样两件套】。微博官方唯一抽奖工具@微博抽奖平台-O中级版对本次抽奖进行监督，结果公正有效。公示链接：O微博抽奖平台,4342467979165334,1,3,4
1167,paradiselovejane,广东佛山,female,Lv.14,603,123,1068,2019-02-22 11:25:00,2019-03-20 17:40:24,feed,freeplus碧柔O什么品牌的洗面奶比较好用呢？​,4342457107999438,0,0,0
1168,淇淇酱在东京,海外日本,female,Lv.47,438,41873,5888,2019-02-22 11:12:00,2019-03-20 17:40:29,feed,发个芙丽芳丝洗面奶的视频给大家种草！泡沫真的很绵密，看上去软乎乎的，很温和，弱酸性，很适合干皮和敏感肌啦日本资生堂freeplus芙丽芳丝氨基酸洗面奶泡沫洁面乳慕斯男女祛痘(¥96)日本资生堂freeplus芙丽芳丝氨基酸洗面奶泡沫洁面乳慕斯男女祛痘L淇淇酱在东京的秒拍视频,4342454004243955,0,2,1
1169,绾绾的小店,河南郑州,female,Lv.14,171,1152,960,2019-02-22 10:21:00,2019-03-20 17:40:32,feed,日本freeplus芙丽芳丝的洗面奶推荐给敏感皮肤，网红雪梨推荐，又被称为小CPB，荣誉好高的洗面奶，不输一线大牌的洗面奶，万年回购，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用！​,4342441144321880,0,0,0
1170,Lookfantastic中文官微,no location,female,Lv.9,224,58631,10068,2018-11-08 19:58:00,2019-03-20 17:40:36,feed,FirstAidBeauty氨基酸洁面，【7折】折扣码：LFMYSTERY30，O网页链接作为一款无皂基的洁面，FAB的这支洗面奶非常温和，清洁力佳，洗完脸不紧绷。当中的氨基酸成分不会对肌肤的PH值造成影响，亲肤性特别好，和Freeplus比起来更加温和哟~干皮、痘皮、敏感肌的妹子可以入起来！,4342440456921799,1,0,0
1171,咕_鞋商,广东广州,female,Lv.4,98,8,21,2019-02-22 10:17:00,2019-03-20 17:40:39,feed,5⃣toocoolforschool鸡蛋洁面慕斯，鸡蛋牛奶的完美结合啊！奶油般的细腻对肌肤完全是0刺激，蛋白成分可以有效的抵制过度的皮脂分泌，同时还可以有效的处理角质，对敏感肌特别的使用噢。（参考价190）6⃣曼丹碳酸洁面慕斯，我用的是蓝色控油型的，清洁毛孔深处，这款洗面奶呢没有toocoolforshool​展开全文c,4342440041735747,0,0,0
1172,日本代购药妆奥尔滨pola美白丸,海外美国,female,Lv.37,535,633367,25659,2019-02-22 10:08:00,2019-03-20 17:40:43,feed,Freeplus芙丽芳丝☁氨基酸洗面奶，日本本土版！100g，不含皂基，温和、洗的干净，特别好用，不紧绷🙅🏻♂️不干燥，主要成分是氨基酸类活性剂，呈弱酸性，接近肌肤ph值，温和低刺激，泡沫细腻，易冲洗，洗后完全无紧绷感，🌿含6种天然汉方植物精华，补充肌肤水分，痘肌、敏感肌非常适用。【90几​展开全文c,4342437872147256,0,0,0
1173,海绵大宝呀,广东,female,Lv.28,61,197154,690,2019-02-22 09:46:00,2019-03-20 17:40:46,feed,我的晨洁空瓶和新品开瓶！——Freeplus氨基酸洁面/minon氨基酸泡沫洁面✐晨洁我不建议用清洁力太强的和洗完太干的，尤其敏感肌，最好用氨基酸或者泡沫洁面。✐这两个洁面都是温和派，适合敏感肌，适合做晨洁，价位差不多。✐freeplus是我回购的，口碑也一直很好。带细小颗粒的白色软膏体，非常​展开全文c,4342432277609698,0,11,14
1174,那就越冷越明亮,福建,female,Lv.9,45,188,74,2019-02-22 09:42:00,2019-03-20 17:40:49,feed,芙丽芳丝水乳（清爽型）简直就是专为痘皮设计的平价水乳！！freeplus水乳清爽版真的超适合夏天用的，没钱买黛珂紫苏水和牛油果乳液的时候就买这套freeplus水乳，使用感特别友好，混油皮夏天用也不油腻，抹在脸上吸收特别快，几乎没有什么味道，用了两三套了。​,4342431166045711,0,0,0
1175,佳嘉的代购--微信号Jia551552,广东揭阳,female,Lv.45,331,3239,5007,2019-02-22 09:41:00,2019-03-20 17:40:52,feed,⚫︎日本本土🇯🇵freeplus芙丽芳丝水乳（滋润/清爽）💰4××所有肌肤适用，特别是敏感肌肤/孕妇也可用，适合于需要补水等人群使用！没有添加化学成分防腐剂还有香精色素，对肌肤安全，无负担。,4342431006398965,0,0,0
1176,咕_鞋商,广东广州,female,Lv.4,98,8,21,2019-02-22 09:37:00,2019-03-20 17:40:54,feed,接下来我会为大家介绍敏感肌适合用的洗面奶1⃣freeplus氨基酸洗面奶，简直就是大爱，回购n只，不含皂碱，不会给肌肤带来任何的负担能力，彻底清除肌肤里及毛孔里的污垢。洗完以后感觉肌肤都变得柔柔嫩嫩哒，对下一步的孤独也是很容易渗透滴。这款洗面奶完全不会给皮肤带来任何负担哦（参考价200）2⃣​展开全文c,4342430058630096,0,0,0
1177,靠谱的熊姐,天津,female,Lv.4,23,22,55,2019-02-22 09:16:00,2019-03-20 17:40:57,feed,Minon泡沫洁面跟珂润还有freeplus的泡沫洁面很相似泡沫不是很实，清洁力比珂润好一些但是残留的泡沫不太容易冲干净做晨洁还算ok但还是不能动摇freeplus在我心中no1的地位,4342424770114293,0,0,0
1178,落霓ZN,浙江杭州,female,Lv.8,225,27,205,2019-02-22 07:54:00,2019-03-20 17:41:01,feed,freeplus洗面奶💰145,4342404121829912,0,0,0
